make,model,year,engine_fuel_type,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,market_category,vehicle_size,vehicle_style,highway_mpg,city_mpg,popularity,msrp,price_flag_suspicious,car_age,is_electric
FIAT,124 Spider,2017,premium unleaded (recommended),160.0,4,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,35.0,26,819,24995,False,0,False
FIAT,124 Spider,2017,premium unleaded (recommended),160.0,4,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,35.0,26,819,28195,False,0,False
Mercedes-Benz,190-Class,1991,regular unleaded,130.0,4,MANUAL,rear wheel drive,4,Luxury,Compact,Sedan,26.0,18,617,2000,True,26,False
Mercedes-Benz,190-Class,1991,regular unleaded,158.0,6,MANUAL,rear wheel drive,4,Luxury,Compact,Sedan,25.0,17,617,2000,True,26,False
Mercedes-Benz,190-Class,1992,regular unleaded,158.0,6,MANUAL,rear wheel drive,4,Luxury,Compact,Sedan,25.0,17,617,2000,True,25,False
Mercedes-Benz,190-Class,1992,regular unleaded,130.0,4,MANUAL,rear wheel drive,4,Luxury,Compact,Sedan,26.0,18,617,2000,True,25,False
Mercedes-Benz,190-Class,1993,regular unleaded,130.0,4,MANUAL,rear wheel drive,4,Luxury,Compact,Sedan,26.0,18,617,2000,True,24,False
Mercedes-Benz,190-Class,1993,regular unleaded,158.0,6,MANUAL,rear wheel drive,4,Luxury,Compact,Sedan,25.0,17,617,2000,True,24,False
BMW,2 Series,2016,premium unleaded (required),240.0,4,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Coupe,35.0,23,3916,32850,False,1,False
BMW,2 Series,2016,premium unleaded (required),240.0,4,AUTOMATIC,rear wheel drive,2,Luxury,Compact,Convertible,34.0,23,3916,38650,False,1,False
BMW,2 Series,2016,premium unleaded (required),320.0,6,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,31.0,20,3916,48750,False,1,False
BMW,2 Series,2016,premium unleaded (required),240.0,4,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Compact,Coupe,35.0,23,3916,34850,False,1,False
BMW,2 Series,2016,premium unleaded (required),240.0,4,AUTOMATIC,all wheel drive,2,Luxury,Compact,Convertible,34.0,22,3916,40650,False,1,False
BMW,2 Series,2016,premium unleaded (required),320.0,6,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,31.0,20,3916,44150,False,1,False
BMW,2 Series,2016,premium unleaded (required),240.0,4,MANUAL,rear wheel drive,2,"Luxury,Performance",Compact,Coupe,34.0,22,3916,32850,False,1,False
BMW,2 Series,2016,premium unleaded (required),320.0,6,AUTOMATIC,all wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,30.0,20,3916,46150,False,1,False
BMW,2 Series,2016,premium unleaded (required),320.0,6,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,30.0,20,3916,50750,False,1,False
BMW,2 Series,2017,premium unleaded (recommended),335.0,6,AUTOMATIC,all wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,31.0,21,3916,46450,False,0,False
BMW,2 Series,2017,premium unleaded (recommended),335.0,6,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,32.0,21,3916,49050,False,0,False
BMW,2 Series,2017,premium unleaded (recommended),335.0,6,AUTOMATIC,all wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,32.0,21,3916,51050,False,0,False
BMW,2 Series,2017,premium unleaded (recommended),335.0,6,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,32.0,21,3916,44450,False,0,False
BMW,2 Series,2017,premium unleaded (recommended),248.0,4,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,34.0,23,3916,38950,False,0,False
BMW,2 Series,2017,premium unleaded (recommended),248.0,4,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Coupe,35.0,24,3916,33150,False,0,False
BMW,2 Series,2017,premium unleaded (recommended),248.0,4,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Compact,Coupe,33.0,24,3916,35150,False,0,False
BMW,2 Series,2017,premium unleaded (recommended),248.0,4,AUTOMATIC,all wheel drive,2,Luxury,Compact,Convertible,33.0,23,3916,40950,False,0,False
Audi,200,1990,regular unleaded,162.0,5,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,20.0,16,3105,2000,True,27,False
Audi,200,1990,regular unleaded,162.0,5,MANUAL,all wheel drive,4,Luxury,Midsize,Wagon,22.0,15,3105,2000,True,27,False
Audi,200,1990,regular unleaded,162.0,5,MANUAL,all wheel drive,4,Luxury,Midsize,Sedan,23.0,15,3105,2000,True,27,False
Audi,200,1991,regular unleaded,217.0,5,MANUAL,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,22.0,16,3105,2000,True,26,False
Audi,200,1991,regular unleaded,217.0,5,MANUAL,all wheel drive,4,"Luxury,Performance",Midsize,Wagon,22.0,16,3105,2000,True,26,False
Audi,200,1991,regular unleaded,162.0,5,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,20.0,16,3105,2000,True,26,False
Chrysler,200,2015,flex-fuel (unleaded/E85),184.0,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,36.0,23,1013,25170,False,2,False
Chrysler,200,2015,flex-fuel (unleaded/E85),184.0,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,36.0,23,1013,23950,False,2,False
Chrysler,200,2015,flex-fuel (unleaded/E85),295.0,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Performance",Midsize,Sedan,29.0,18,1013,29370,False,2,False
Chrysler,200,2015,flex-fuel (unleaded/E85),184.0,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,36.0,23,1013,21995,False,2,False
Chrysler,200,2015,flex-fuel (unleaded/E85),184.0,4,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Midsize,Sedan,36.0,23,1013,26625,False,2,False
Chrysler,200,2015,flex-fuel (unleaded/E85),295.0,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Performance",Midsize,Sedan,29.0,18,1013,30825,False,2,False
Chrysler,200,2016,flex-fuel (unleaded/E85),184.0,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,36.0,23,1013,21995,False,1,False
Chrysler,200,2016,flex-fuel (unleaded/E85),184.0,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,36.0,23,1013,27795,False,1,False
Chrysler,200,2016,flex-fuel (unleaded/E85),295.0,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Performance",Midsize,Sedan,29.0,18,1013,31785,False,1,False
Chrysler,200,2016,flex-fuel (unleaded/E85),295.0,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Performance",Midsize,Sedan,29.0,18,1013,29905,False,1,False
Chrysler,200,2016,flex-fuel (unleaded/E85),184.0,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,36.0,23,1013,22490,False,1,False
Chrysler,200,2016,flex-fuel (unleaded/E85),184.0,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,36.0,23,1013,27570,False,1,False
Chrysler,200,2016,flex-fuel (unleaded/E85),184.0,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,36.0,23,1013,25690,False,1,False
Chrysler,200,2016,flex-fuel (unleaded/E85),184.0,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,36.0,23,1013,24490,False,1,False
Chrysler,200,2017,flex-fuel (unleaded/E85),295.0,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Performance",Midsize,Sedan,28.0,18,1013,29905,False,0,False
Chrysler,200,2017,flex-fuel (unleaded/E85),295.0,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Performance",Midsize,Sedan,28.0,18,1013,31785,False,0,False
Chrysler,200,2017,flex-fuel (unleaded/E85),184.0,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,36.0,23,1013,26685,False,0,False
Chrysler,200,2017,flex-fuel (unleaded/E85),184.0,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,36.0,23,1013,22490,False,0,False
Chrysler,200,2017,flex-fuel (unleaded/E85),184.0,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,36.0,23,1013,25690,False,0,False
Chrysler,200,2017,flex-fuel (unleaded/E85),295.0,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Performance",Midsize,Sedan,28.0,18,1013,30900,False,0,False
Chrysler,200,2017,flex-fuel (unleaded/E85),184.0,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,36.0,23,1013,27795,False,0,False
Chrysler,200,2017,flex-fuel (unleaded/E85),184.0,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,36.0,23,1013,21995,False,0,False
Chrysler,200,2017,flex-fuel (unleaded/E85),184.0,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,36.0,23,1013,24490,False,0,False
Nissan,200SX,1996,regular unleaded,115.0,4,MANUAL,front wheel drive,2,Unlabeled,Compact,Coupe,36.0,26,2009,2000,True,21,False
Nissan,200SX,1996,regular unleaded,140.0,4,MANUAL,front wheel drive,2,Performance,Compact,Coupe,29.0,21,2009,2000,True,21,False
Nissan,200SX,1997,regular unleaded,140.0,4,MANUAL,front wheel drive,2,Performance,Compact,Coupe,29.0,21,2009,2000,True,20,False
Nissan,200SX,1997,regular unleaded,115.0,4,MANUAL,front wheel drive,2,Unlabeled,Compact,Coupe,35.0,25,2009,2000,True,20,False
Nissan,200SX,1998,regular unleaded,115.0,4,MANUAL,front wheel drive,2,Unlabeled,Compact,Coupe,35.0,25,2009,2000,True,19,False
Nissan,200SX,1998,regular unleaded,140.0,4,MANUAL,front wheel drive,2,Performance,Compact,Coupe,28.0,20,2009,2073,False,19,False
Nissan,240SX,1996,regular unleaded,155.0,4,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,26.0,19,2009,3713,False,21,False
Nissan,240SX,1996,regular unleaded,155.0,4,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,26.0,19,2009,3520,False,21,False
Nissan,240SX,1997,regular unleaded,155.0,4,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,26.0,19,2009,3910,False,20,False
Nissan,240SX,1997,regular unleaded,155.0,4,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,26.0,19,2009,4182,False,20,False
Nissan,240SX,1997,regular unleaded,155.0,4,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,26.0,19,2009,4107,False,20,False
Nissan,240SX,1998,regular unleaded,155.0,4,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,25.0,20,2009,4299,False,19,False
Nissan,240SX,1998,regular unleaded,155.0,4,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,25.0,20,2009,4693,False,19,False
Nissan,240SX,1998,regular unleaded,155.0,4,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,25.0,20,2009,4107,False,19,False
Volvo,240,1991,regular unleaded,114.0,4,MANUAL,rear wheel drive,4,Luxury,Midsize,Wagon,26.0,19,870,2000,True,26,False
Volvo,240,1991,regular unleaded,114.0,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,23.0,18,870,2000,True,26,False
Volvo,240,1991,regular unleaded,114.0,4,MANUAL,rear wheel drive,4,Luxury,Midsize,Sedan,26.0,19,870,2000,True,26,False
Volvo,240,1992,regular unleaded,114.0,4,MANUAL,rear wheel drive,4,Luxury,Midsize,Sedan,26.0,19,870,2000,True,25,False
Volvo,240,1992,regular unleaded,114.0,4,MANUAL,rear wheel drive,4,Luxury,Midsize,Wagon,26.0,19,870,2000,True,25,False
Volvo,240,1993,regular unleaded,114.0,4,MANUAL,rear wheel drive,4,Luxury,Midsize,Sedan,26.0,19,870,2000,True,24,False
Volvo,240,1993,regular unleaded,114.0,4,MANUAL,rear wheel drive,4,Luxury,Midsize,Wagon,25.0,18,870,2000,True,24,False
Mazda,2,2012,regular unleaded,100.0,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35.0,29,586,16020,False,5,False
Mazda,2,2012,regular unleaded,100.0,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35.0,29,586,14530,False,5,False
Mazda,2,2012,regular unleaded,100.0,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,34.0,28,586,16860,False,5,False
Mazda,2,2012,regular unleaded,100.0,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,34.0,28,586,15370,False,5,False
Mazda,2,2013,regular unleaded,100.0,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,34.0,28,586,17050,False,4,False
Mazda,2,2013,regular unleaded,100.0,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,34.0,28,586,15560,False,4,False
Mazda,2,2013,regular unleaded,100.0,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35.0,29,586,16210,False,4,False
Mazda,2,2013,regular unleaded,100.0,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35.0,29,586,14720,False,4,False
Mazda,2,2014,regular unleaded,100.0,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,34.0,28,586,17050,False,3,False
Mazda,2,2014,regular unleaded,100.0,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,34.0,28,586,15560,False,3,False
Mazda,2,2014,regular unleaded,100.0,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35.0,29,586,16210,False,3,False
Mazda,2,2014,regular unleaded,100.0,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35.0,29,586,14720,False,3,False
BMW,3 Series Gran Turismo,2015,premium unleaded (required),300.0,6,AUTOMATIC,all wheel drive,4,"Hatchback,Luxury,Performance",Midsize,4dr Hatchback,30.0,20,3916,47250,False,2,False
BMW,3 Series Gran Turismo,2015,premium unleaded (required),240.0,4,AUTOMATIC,all wheel drive,4,"Hatchback,Luxury",Midsize,4dr Hatchback,33.0,22,3916,41850,False,2,False
BMW,3 Series Gran Turismo,2016,premium unleaded (required),240.0,4,AUTOMATIC,all wheel drive,4,"Hatchback,Luxury",Midsize,4dr Hatchback,34.0,22,3916,43000,False,1,False
BMW,3 Series Gran Turismo,2016,premium unleaded (required),300.0,6,AUTOMATIC,all wheel drive,4,"Hatchback,Luxury,Performance",Midsize,4dr Hatchback,30.0,20,3916,49200,False,1,False
BMW,3 Series Gran Turismo,2017,premium unleaded (required),320.0,6,AUTOMATIC,all wheel drive,4,"Hatchback,Luxury,Performance",Midsize,4dr Hatchback,30.0,20,3916,49650,False,0,False
BMW,3 Series Gran Turismo,2017,premium unleaded (required),248.0,4,AUTOMATIC,all wheel drive,4,"Hatchback,Luxury",Midsize,4dr Hatchback,33.0,23,3916,43950,False,0,False
BMW,3 Series,2015,premium unleaded (required),241.0,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Wagon,33.0,22,3916,41950,False,2,False
BMW,3 Series,2015,premium unleaded (required),335.0,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance,Hybrid",Midsize,Sedan,33.0,25,3916,50150,False,2,False
BMW,3 Series,2015,premium unleaded (required),240.0,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,35.0,23,3916,37500,False,2,False
BMW,3 Series,2015,premium unleaded (required),300.0,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,32.0,21,3916,43750,False,2,False
BMW,3 Series,2015,diesel,180.0,4,AUTOMATIC,rear wheel drive,4,"Diesel,Luxury",Midsize,Sedan,45.0,32,3916,39000,False,2,False
BMW,3 Series,2015,premium unleaded (required),240.0,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,33.0,22,3916,39500,False,2,False
BMW,3 Series,2015,premium unleaded (required),180.0,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,35.0,23,3916,34950,False,2,False
BMW,3 Series,2015,premium unleaded (required),300.0,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,30.0,20,3916,45750,False,2,False
BMW,3 Series,2015,diesel,180.0,4,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Midsize,Wagon,43.0,31,3916,43450,False,2,False
BMW,3 Series,2015,diesel,180.0,4,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Midsize,Sedan,43.0,31,3916,41000,False,2,False
BMW,3 Series,2015,premium unleaded (required),180.0,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,36.0,24,3916,32950,False,2,False
BMW,3 Series,2016,diesel,180.0,4,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Midsize,Sedan,40.0,30,3916,41850,False,1,False
BMW,3 Series,2016,premium unleaded (required),320.0,6,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,33.0,22,3916,47800,False,1,False
BMW,3 Series,2016,diesel,180.0,4,AUTOMATIC,rear wheel drive,4,"Diesel,Luxury",Midsize,Sedan,42.0,32,3916,39850,False,1,False
BMW,3 Series,2016,premium unleaded (required),240.0,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,34.0,22,3916,38350,False,1,False
BMW,3 Series,2016,premium unleaded (required),240.0,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,34.0,22,3916,40350,False,1,False
BMW,3 Series,2016,premium unleaded (required),240.0,4,MANUAL,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,34.0,22,3916,38350,False,1,False
BMW,3 Series,2016,premium unleaded (required),240.0,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Wagon,34.0,22,3916,42650,False,1,False
BMW,3 Series,2016,premium unleaded (required),180.0,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,36.0,24,3916,33150,False,1,False
BMW,3 Series,2016,premium unleaded (required),180.0,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,35.0,23,3916,35150,False,1,False
BMW,3 Series,2016,diesel,180.0,4,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Midsize,Wagon,40.0,30,3916,44150,False,1,False
BMW,3 Series,2016,premium unleaded (required),320.0,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,33.0,22,3916,45800,False,1,False
BMW,3 Series,2017,premium unleaded (recommended),248.0,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,34.0,23,3916,38750,False,0,False
BMW,3 Series,2017,premium unleaded (recommended),180.0,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,34.0,23,3916,35450,False,0,False
BMW,3 Series,2017,premium unleaded (recommended),180.0,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,35.0,23,3916,33450,False,0,False
BMW,3 Series,2017,premium unleaded (recommended),248.0,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,33.0,23,3916,40750,False,0,False
BMW,3 Series,2017,diesel,180.0,4,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Midsize,Sedan,40.0,30,3916,42250,False,0,False
BMW,3 Series,2017,premium unleaded (recommended),248.0,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Wagon,33.0,23,3916,42950,False,0,False
BMW,3 Series,2017,diesel,180.0,4,AUTOMATIC,rear wheel drive,4,"Diesel,Luxury",Midsize,Sedan,42.0,32,3916,40250,False,0,False
BMW,3 Series,2017,premium unleaded (recommended),320.0,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,31.0,21,3916,49900,False,0,False
BMW,3 Series,2017,premium unleaded (recommended),320.0,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,32.0,21,3916,47900,False,0,False
BMW,3 Series,2017,diesel,180.0,4,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Midsize,Wagon,40.0,30,3916,44450,False,0,False
Mercedes-Benz,300-Class,1991,regular unleaded,177.0,6,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,19.0,15,617,2232,False,26,False
Mercedes-Benz,300-Class,1991,regular unleaded,177.0,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,20.0,15,617,2000,True,26,False
Mercedes-Benz,300-Class,1991,regular unleaded,158.0,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,22.0,17,617,2000,True,26,False
Mercedes-Benz,300-Class,1991,regular unleaded,177.0,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,20.0,15,617,2105,False,26,False
Mercedes-Benz,300-Class,1991,regular unleaded,177.0,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Wagon,18.0,15,617,2199,False,26,False
Mercedes-Benz,300-Class,1991,regular unleaded,177.0,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,22.0,16,617,2000,True,26,False
Mercedes-Benz,300-Class,1991,regular unleaded,177.0,6,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,19.0,15,617,2124,False,26,False
Mercedes-Benz,300-Class,1991,regular unleaded,228.0,6,MANUAL,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,21.0,14,617,3552,False,26,False
Mercedes-Benz,300-Class,1991,regular unleaded,217.0,6,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Coupe,22.0,15,617,2179,False,26,False
Mercedes-Benz,300-Class,1991,diesel,121.0,5,AUTOMATIC,rear wheel drive,4,"Diesel,Luxury",Midsize,Sedan,30.0,23,617,2000,True,26,False
Mercedes-Benz,300-Class,1992,diesel,121.0,5,AUTOMATIC,rear wheel drive,4,"Diesel,Luxury",Midsize,Sedan,29.0,23,617,2000,True,25,False
Mercedes-Benz,300-Class,1992,regular unleaded,228.0,6,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,17.0,14,617,2377,False,25,False
Mercedes-Benz,300-Class,1992,regular unleaded,228.0,6,MANUAL,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,21.0,15,617,3814,False,25,False
Mercedes-Benz,300-Class,1992,regular unleaded,177.0,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,19.0,15,617,2207,False,25,False
Mercedes-Benz,300-Class,1992,regular unleaded,177.0,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,20.0,15,617,2000,True,25,False
Mercedes-Benz,300-Class,1992,regular unleaded,217.0,6,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Coupe,21.0,15,617,2248,False,25,False
Mercedes-Benz,300-Class,1992,regular unleaded,177.0,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,22.0,16,617,2065,False,25,False
Mercedes-Benz,300-Class,1992,diesel,148.0,6,AUTOMATIC,rear wheel drive,4,"Diesel,Luxury",Large,Sedan,22.0,18,617,2547,False,25,False
